cuadro,s1,s2,s3,s4
0,513.155,339.152,511.305,432.036
1,511.003,345.354,509.56,433.851
2,507.53,353.265,509.176,437.609
3,499.329,370.858,509.617,446.163
4,491.031,388.55,510.102,453.943
5,466.817,398.859,518.625,431.872
6,455.455,411.135,512.242,443.114
7,450.467,417.513,509.956,450.515
8,444.326,423.749,505.802,458.173
9,438.891,430.655,502.229,465.521
10,434.899,438.5,498.582,472.442
11,431.741,447.682,493.892,480.221
12,429.47,457.662,489.139,489.551
13,426.912,468.883,483.444,498.222
14,425.071,480.945,479.709,507.455
15,430.789,512.786,491.706,488.164
16,424.546,527.682,486.913,492.695
17,418.54,538.935,484.712,498.385
18,414.523,560.05,478.431,505.229
19,410.738,580.709,474.121,513.344
20,407.352,597.81,473.759,521.861
21,404.052,615.013,473.601,531.596
22,402.198,628.482,477.004,541.058
23,401.351,639.875,481.253,551.307
24,404.61,646.048,487.712,561.059
25,411.729,648.413,495.191,571.09
26,433.036,646.483,513.028,591.107
27,444.807,643.16,521.526,602.176
28,456.588,638.645,528.984,612.213
29,476.674,634.673,546.916,605.623
30,500.049,623.709,576.371,602.053
31,564.387,573.263,607.766,616.653
32,593.04,541.151,622.867,601.741
33,600.344,529.232,636.328,589.475
34,602.147,523.02,642.153,584.434
35,604.425,511.39,667.787,563.572
36,607.073,506.265,676.82,556.894
37,610.824,501.807,686.357,548.084
38,617.378,493.27,707.733,528.404
39,625.788,489.103,723.768,526.472
40,627.172,485.683,734.436,513.372
41,626.615,483.157,741.371,497.252
42,627.726,481.067,747.66,481.566
43,627.908,478.853,746.75,449.642
44,627.345,478.353,740.511,435.481
45,626.424,478.007,731.23,424.355
46,623.583,478.075,718.019,418.911
47,619.584,478.408,704.078,416.956
48,616.6,478.357,692.005,414.655
49,606.355,479.877,681.371,428.436
50,602.575,479.364,679.506,446.868
51,602.297,478.348,678.838,449.308
52,601.661,470.265,678.117,448.696
53,600.272,469.924,677.341,447.202
54,599.097,466.024,677.188,445.531
55,600.612,471.579,676.596,443.557
56,602.0,475.641,675.286,442.887
57,601.723,472.727,674.781,443.294
58,601.067,471.719,675.014,447.266
59,601.3,471.166,676.639,461.714
60,601.527,471.893,683.339,473.699
61,603.761,472.121,695.021,479.039
62,613.157,470.42,710.458,483.352
63,619.665,471.128,724.101,484.276
64,622.749,474.058,735.182,483.056
65,627.124,477.474,745.846,481.381
66,629.876,482.261,751.776,478.066
67,631.941,493.91,752.036,472.548
68,626.246,505.444,732.644,476.997
69,614.642,513.802,706.644,492.942
70,603.414,519.167,680.65,518.639
71,602.561,523.301,673.716,543.946
72,605.188,524.166,667.633,565.701
73,601.531,531.704,659.388,576.797
74,597.454,533.294,649.65,584.539
75,587.535,550.322,630.006,600.476
76,581.444,552.684,615.982,606.879
77,566.682,566.298,607.952,614.747
78,511.724,621.866,588.856,594.975
79,503.028,644.176,580.886,599.64
80,495.613,680.85,562.0,607.337
81,494.224,702.375,530.694,607.731
82,496.876,695.093,511.61,586.311
83,497.342,684.757,502.56,578.939
84,493.035,665.186,496.593,569.292
85,484.199,640.772,496.124,555.902
86,475.875,619.322,496.791,545.09
87,469.507,600.874,498.287,535.885
88,464.946,584.196,499.642,528.747
89,440.887,568.724,498.697,546.542
90,436.166,557.892,499.212,535.724
91,430.696,548.39,497.237,524.516
92,425.836,539.603,494.102,514.356
93,424.259,530.289,490.996,504.615
94,422.408,521.616,485.322,495.34
95,421.077,512.255,480.733,487.633
