cuadro,s1,s2,s3,s4
0,513.7,343.307,511.849,433.501
1,511.199,349.804,510.19,435.37
2,495.029,384.149,510.877,451.477
3,490.426,392.803,511.152,455.175
4,466.118,400.886,518.559,434.617
5,459.794,406.164,514.528,440.15
6,454.796,412.295,512.139,447.117
7,449.018,418.117,508.818,454.375
8,443.286,424.287,504.382,461.406
9,438.198,431.084,500.514,468.045
10,434.815,439.642,495.807,475.475
11,431.944,448.948,490.871,484.257
12,428.924,459.011,484.632,492.185
13,426.239,470.289,479.91,501.232
14,431.69,503.326,492.528,483.468
15,424.948,516.924,487.886,487.571
16,418.081,530.043,484.475,492.611
17,412.037,545.137,480.589,498.539
18,407.029,564.372,475.727,505.611
19,402.096,582.033,473.446,513.759
20,397.857,598.235,472.884,522.691
21,394.024,613.954,472.955,532.702
22,392.306,625.41,476.756,542.372
23,393.614,633.313,482.305,551.878
24,398.524,638.09,487.955,562.425
25,408.333,639.389,495.841,571.895
26,420.381,638.902,504.415,581.532
27,431.97,637.445,513.441,591.432
28,444.106,634.785,521.57,602.126
29,456.477,631.102,527.939,613.797
30,480.923,630.158,548.316,604.198
31,492.978,625.468,567.553,606.678
32,501.034,620.295,576.456,601.378
33,510.619,616.8,586.769,594.508
34,564.997,571.608,608.045,616.229
35,579.735,557.705,616.098,609.544
36,593.074,541.226,624.358,602.645
37,597.05,535.086,630.767,597.146
38,600.241,529.147,635.993,592.928
39,602.4,523.294,644.54,588.698
40,604.533,517.654,659.209,579.365
41,606.684,512.138,671.083,570.095
42,609.754,507.484,681.932,560.997
43,610.381,502.935,692.767,545.343
44,612.504,499.136,702.203,533.546
45,622.655,495.564,719.612,534.317
46,629.18,492.099,735.344,526.629
47,629.935,489.378,744.732,510.546
48,629.204,487.509,749.549,493.119
49,630.268,486.025,752.836,475.549
50,630.125,485.046,749.319,458.758
51,629.475,484.239,741.416,443.931
52,627.686,483.597,729.834,433.284
53,623.529,483.408,715.823,427.653
54,618.369,483.169,701.128,426.606
55,613.009,482.913,688.411,427.888
56,603.916,482.985,681.325,446.984
57,602.734,481.498,680.033,453.889
58,602.636,479.442,678.495,453.093
59,601.245,471.992,678.22,452.212
60,600.622,466.729,678.132,449.926
61,600.549,471.176,677.555,446.949
62,601.985,475.118,676.208,444.701
63,602.411,477.244,674.705,444.192
64,600.985,471.384,674.9,445.505
65,601.208,470.792,675.936,454.772
66,601.421,470.742,680.431,470.253
67,601.676,471.321,690.721,474.564
68,608.521,469.812,704.86,477.032
69,616.02,468.984,719.55,478.375
70,621.222,470.245,732.213,476.939
71,624.636,473.108,741.729,473.499
72,627.752,476.968,749.47,469.5
73,630.129,481.822,753.196,465.033
74,631.474,487.201,751.76,461.49
75,630.765,492.903,744.579,460.587
76,628.237,498.371,734.986,462.618
77,625.025,503.417,723.813,467.501
78,617.622,507.344,709.817,478.112
79,608.801,509.85,695.683,490.726
80,603.345,512.082,684.075,502.325
81,603.057,516.158,678.405,525.442
82,605.858,515.62,675.511,546.341
83,602.83,523.971,671.88,559.284
84,601.007,525.116,664.616,569.91
85,597.831,533.316,656.39,578.787
86,593.109,542.59,645.638,586.157
87,590.006,548.806,634.018,594.804
88,586.931,547.441,619.944,603.558
89,586.92,549.842,601.901,615.917
90,584.889,559.364,587.584,631.44
91,588.225,597.85,516.611,679.556
92,579.955,602.909,515.3,703.037
93,571.481,610.534,517.577,721.892
94,553.764,605.272,521.868,731.032
95,538.029,597.818,528.936,692.873
96,529.358,580.914,521.826,652.86
97,515.933,565.176,501.597,639.94
98,511.246,557.828,494.014,630.865
99,507.192,551.12,485.299,619.237
100,505.241,543.98,479.603,607.385
101,504.311,537.369,473.323,594.606
102,503.066,550.021,452.45,583.983
103,502.225,540.845,445.216,574.475
104,499.725,530.142,438.812,564.862
105,495.084,520.268,432.778,555.692
106,491.342,510.308,430.424,545.137
107,484.016,502.411,426.595,535.561
108,478.859,493.533,423.926,525.634
109,492.496,509.58,427.105,495.609
110,486.647,507.675,418.413,483.385
111,483.071,504.88,410.255,474.391
112,475.915,502.347,400.525,460.502
113,472.904,498.993,391.282,451.259
114,469.837,495.441,381.798,444.121
115,467.968,491.75,372.635,439.259
116,466.866,488.188,364.504,436.936
117,466.129,484.706,357.029,436.525
118,465.555,481.233,350.158,437.824
119,466.586,478.166,346.174,441.618
120,467.281,475.556,343.993,446.884
121,468.078,473.183,344.022,453.071
122,468.517,471.27,345.503,459.552
123,469.917,470.032,349.363,466.264
124,469.695,468.818,352.689,473.501
125,470.711,468.58,358.303,480.411
126,472.537,469.15,365.781,485.992
127,474.289,470.207,373.812,491.093
128,476.606,471.845,382.995,494.941
129,473.315,472.172,386.794,505.293
130,478.756,475.706,396.764,505.782
131,480.692,478.496,404.218,509.511
132,482.189,481.446,411.195,513.241
133,484.049,484.763,417.847,516.662
134,488.992,491.939,429.222,523.365
135,478.69,525.401,420.086,508.472
136,483.193,527.727,422.106,515.597
137,486.776,530.345,423.778,523.324
138,490.279,532.976,426.241,531.684
139,494.05,535.671,429.404,540.64
140,496.521,538.536,432.183,550.255
141,498.236,540.806,436.548,560.285
